,text_id,text,task_1,task_2,task_3,clean_tweets,label
2104,hasoc_en_2105,#ShameOnICC #CWC2019 #WorldCup2019 @ICC @ECB_cricket .. New World Cup Logo ✌🏻 https://t.co/PmWBct8Ffs,NOT,NONE,NONE,#shameonicc #cwc2019 #worldcup2019 .. new world cup logo ✌🏻,0
2105,hasoc_en_2106,My little crazy gal. Looking all fun and innocent and weird like she hasn't started bringing home half dead birds 🐦 #cats #crazycat #murderer #strikeapose #birdkiller https://t.co/g8L0ErX9JX,NOT,NONE,NONE,my littl crazi gal. look all fun and innoc and weird like she hasn't start bring home half dead bird 🐦 #cat #crazycat #murder #strikeapos #birdkil,0
2106,hasoc_en_2107,When the chick on #lovelsland that’s never been in a relationship starts giving out relationship advice #dickhead #wasteman https://t.co/y4vG3ZjKGH,NOT,NONE,NONE,when the chick on #lovelsland that’ never been in a relationship start give out relationship advic #dickhead #wasteman,0
2107,hasoc_en_2108,"David Jones thinks Boris Johnson is best placed to take on another ´big personality´, Farage. 'He is the most recognisable politician in the country.'  So?  Trump is the most recognisable politician in the States.  @ElspethElspeth #BorisJohnsonShouldNotBePM   https://t.co/kqFXPGsZBW",NOT,NONE,NONE,"david jone think bori johnson is best place to take on anoth ´big personality´, farage. 'he is the most recognis politician in the country.' so? trump is the most recognis politician in the states. #borisjohnsonshouldnotbepm",0
2108,hasoc_en_2109,"Arey woh Independent #India ka citizen hai, n he holds an army rank. Taklif kya hai be. #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #BCCI #BCCYICW2019 #ICC #WorldCup2019 https://t.co/hxeWTfIMHE",NOT,NONE,NONE,"arey woh independ #india ka citizen hai, n he hold an armi rank. taklif kya hai be. #dhonikeeptheglov #dhonikeepstheglov #dhonikesaathdesh #bcci #bccyicw2019 #icc #worldcup2019",0
2109,hasoc_en_2110,"If @Conservatives MPs end up voting 4 @BorisJohnson despite his avoidance of public debate &amp; present himself, it shows the party is rotten 2 the core; it will show that deals have been made with MPs. People should C #borisjohnson’s incompetence on stage #BorisJohnsonShouldNotBePM",NOT,NONE,NONE,"if mp end up vote 4 despit hi avoid of public debat &amp; present himself, it show the parti is rotten 2 the core; it will show that deal have been made with mps. peopl should c #borisjohnson’ incompet on stage #borisjohnsonshouldnotbepm",0
2110,hasoc_en_2111,"@WhiteHouse #HappyJohnMcCainDay!  #JohhMcCainDay     Also, #FuckTrump https://t.co/9zEIZNawTU",NOT,NONE,NONE,"#happyjohnmccainday! #johhmccainday also, #fucktrump",0
2111,hasoc_en_2112,What a great ful innings from our team india #MenInBlue  #DhoniKeepsTheGlove #shockedkohilbydhonisix https://t.co/O0Gnre0mzt,NOT,NONE,NONE,what a great ful inning from our team india #meninblu #dhonikeepstheglov #shockedkohilbydhonisix,0
2112,hasoc_en_2113,"#ShameOnICC   - ICC is earning billions from this event, but #ICC could have managed the event in much better way and could win #CricketWorldCup19 https://t.co/lUOja0A70D",NOT,NONE,NONE,"#shameonicc - icc is earn billion from thi event, but #icc could have manag the event in much better way and could win #cricketworldcup19",0
2113,hasoc_en_2114,@ICC  has insulted our Army and MSDhoni. As a proud Indian should we #BoycottWorldCup or not? My opinion is Yes.  #DhoniKeepTheGlove  #DhoniKeSaathDesh  #DhoniKeepsTheGlove  #DhoniKeepTheGloves  #IndiaWithDhoni  #INDvAUS  #INDvsAUS,NOT,NONE,NONE,ha insult our armi and msdhoni. as a proud indian should we #boycottworldcup or not? my opinion is yes. #dhonikeeptheglov #dhonikesaathdesh #dhonikeepstheglov #dhonikeeptheglov #indiawithdhoni #indvau #indvsau,0
2114,hasoc_en_2115,Photograph from yesterday.     Emergency OT services at Murshidabad Medical College continue.    #DoctorsFightBack   #SaveTheDoctors https://t.co/nr63tqIjN1,NOT,NONE,NONE,photograph from yesterday. emerg ot servic at murshidabad medic colleg continue. #doctorsfightback #savethedoctor,0
2115,hasoc_en_2116,Nation respect is more than cricket #DhoniKeepsTheGlove,NOT,NONE,NONE,nation respect is more than cricket #dhonikeepstheglov,0
2116,hasoc_en_2117,Team Anna Faris 😒 #douchebag https://t.co/df0EfUQbCA,NOT,NONE,NONE,team anna fari 😒 #douchebag,0
2117,hasoc_en_2118,We’ll be outside Speaker Pelosi’s SF office demanding an #impeachmentinquirynow on Friday @ 12:00pm. Dressed as Founding Fathers. Of course.    #resist #resistance #fucktrump #impeachtrump #impeach #impeachment #itmfa… https://t.co/1ZEAREdNlj,NOT,NONE,NONE,we’ll be outsid speaker pelosi’ sf offic demand an #impeachmentinquirynow on friday @ 12:00pm. dress as found fathers. of course. #resist #resist #fucktrump #impeachtrump #impeach #impeach #itmfa…,0
2118,hasoc_en_2119,Such a hypocrite and liar you are Mr. Selected PM @ImranKhanPTI.  Why don't you accept you failed miserably in past 10 months? Stop crying about past. Show progress or go home. You could not achieve any of your 2018-2019 set goals.  #imranhataomulkbachao https://t.co/Ix11t9ggP2,HOF,OFFN,TIN,such a hypocrit and liar you are mr. select pm . whi don't you accept you fail miser in past 10 months? stop cri about past. show progress or go home. you could not achiev ani of your 2018-2019 set goals. #imranhataomulkbachao,3
2119,hasoc_en_2120,@realDonaldTrump Happy #JohnMcCainDay! #TrumpForPrison  #TrumpIsATraitor #TrumpIsNotAboveTheLaw #TrumpCrimeFamily,NOT,NONE,NONE,happi #johnmccainday! #trumpforprison #trumpisatraitor #trumpisnotabovethelaw #trumpcrimefamili,0
2120,hasoc_en_2121,India is about 13 times bigger than United Kingdom. While UK spends 9.8% on health (and still underfunded) India spends a mere 1.4% of it's GDP amd blames doctors for everything that's wrong in the system.     #DoctorsFightBack #DoctorsStrike,NOT,NONE,NONE,india is about 13 time bigger than unit kingdom. while uk spend 9.8% on health (and still underfunded) india spend a mere 1.4% of it' gdp amd blame doctor for everyth that' wrong in the system. #doctorsfightback #doctorsstrik,0
2121,hasoc_en_2122,@MysterySolvent #FuckTrump who gives a shit what he does! #June14thJohnMcCainDay,NOT,NONE,NONE,#fucktrump who give a shit what he does! #june14thjohnmccainday,0
2122,hasoc_en_2123,@BleacherReport @brhoops Literally have seen 7th grade girls basketball with FAR better shooting technique and overall look than this bozo.  #douchebag,NOT,NONE,NONE,liter have seen 7th grade girl basketbal with far better shoot techniqu and overal look than thi bozo. #douchebag,0
2123,hasoc_en_2124,"If Army is not a part of any political party, then i believe every political parties should support dhoni for wearing #BalidanBadge #DhoniKeepsTheGlove",NOT,NONE,NONE,"if armi is not a part of ani polit party, then i believ everi polit parti should support dhoni for wear #balidanbadg #dhonikeepstheglov",0
2124,hasoc_en_2125,Funny how the attacks on doctors are all happening in non-BJP states and the media is deciding to be silent on the matter! #DoctorsFightBack #BengalViolence #Kerala #DoctorsProtest https://t.co/RfkER321P2,NOT,NONE,NONE,funni how the attack on doctor are all happen in non-bjp state and the media is decid to be silent on the matter! #doctorsfightback #bengalviol #kerala #doctorsprotest,0
2125,hasoc_en_2126,If it wasn't so serious it would be hilarious ...    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollocksToBrexit https://t.co/02iZJRJPKM,NOT,NONE,NONE,if it wasn't so seriou it would be hilari ... #borisjohnsonshouldnotbepm #bollockstobori #bollockstobrexit,0
2126,hasoc_en_2127,Even John Barron &amp; John Miller call BS. #douchebag #POTUS https://t.co/lPm7UGG52W,NOT,NONE,NONE,even john barron &amp; john miller call bs. #douchebag #potu,0
2127,hasoc_en_2128,"@ABC @GStephanopoulos LMAO HE BELIEVED A LYING #MURDERER! THE #STUPIDTY! You promised you'd release tax returns, OOOOOPS!",NOT,NONE,NONE,"lmao he believ a ly #murderer! the #stupidty! you promis you'd releas tax returns, ooooops!",0
2128,hasoc_en_2129,"#liarSarahHuckabeeSanders is leaving #fakeDonaldTrump's administration!  About time.  So sick of listening to her lies.  Too bad we still have to listen to #idiotTrump's lies, you know, when any words are falling from his mouth or he is tweeting - those lies.  #ImpeachTrumpNow",NOT,NONE,NONE,"#liarsarahhuckabeesand is leav #fakedonaldtrump' administration! about time. so sick of listen to her lies. too bad we still have to listen to #idiottrump' lies, you know, when ani word are fall from hi mouth or he is tweet - those lies. #impeachtrumpnow",0
2129,hasoc_en_2130,‘Home they brought her warrior dead.. She nor swooned nor uttered cry’ - Alfred Lord Tennyson..    She didn’t cry coz she was a warrior too..    He died of assault from the same people he tried to save..     #DoctorsFightBack,NOT,NONE,NONE,‘home they brought her warrior dead.. she nor swoon nor utter cry’ - alfr lord tennyson.. she didn’t cri coz she wa a warrior too.. he die of assault from the same peopl he tri to save.. #doctorsfightback,0
2130,hasoc_en_2131,After reading this article I had to vomit 🤮 #TrumpIsATraitor https://t.co/1ItNfUDNbO,NOT,NONE,NONE,after read thi articl i had to vomit 🤮 #trumpisatraitor,0
2131,hasoc_en_2132,Another example of blatant hypocrisy from @BorisJohnson     @Conservatives you’ve lost my vote  #C4LeadershipDebate   #BorisJohnsonShouldNotBePM https://t.co/RWttc3mt09,NOT,NONE,NONE,anoth exampl of blatant hypocrisi from you’v lost my vote #c4leadershipdeb #borisjohnsonshouldnotbepm,0
2132,hasoc_en_2133,#TrumpisaTraitor. Stop trying to lead us into a war based on lies to cover up your crimes and treason! We are watching! https://t.co/OudBZfqwPm,NOT,NONE,NONE,#trumpisatraitor. stop tri to lead us into a war base on lie to cover up your crime and treason! we are watching!,0
2133,hasoc_en_2134,'I'm not from Central Casting'  It seems Sajid javid has hired some American campaign consultants.   #C4debate #ToryLeadershipContest #Conservatives #BorisJohnsonShouldNotBePM https://t.co/dxAEzkkEcM,NOT,NONE,NONE,'i'm not from central casting' it seem sajid javid ha hire some american campaign consultants. #c4debat #toryleadershipcontest #conserv #borisjohnsonshouldnotbepm,0
2134,hasoc_en_2135,"@realDonaldTrump Donald, you went on TV and admitted that you would readily take help from foreign sources to win elections. You are GUILTY of collusion! The Steele Dossier was paid for and instituted by Republicans. #TrumpLies #TrumpIsAFraud #TrumpIsATraitor #ImpeachDonaldTrump",NOT,NONE,NONE,"donald, you went on tv and admit that you would readili take help from foreign sourc to win elections. you are guilti of collusion! the steel dossier wa paid for and institut by republicans. #trumpli #trumpisafraud #trumpisatraitor #impeachdonaldtrump",0
2135,hasoc_en_2136,Have we failed our Doctors? https://t.co/4OTEkcOB7A via @wordpressdotcom   #DoctorsFightBack #DoctorStrike #WestBengal,NOT,NONE,NONE,have we fail our doctors? via #doctorsfightback #doctorstrik #westbeng,0
2136,hasoc_en_2137,#ShameOnICC #CWC19 #CWC2019     *Rain Conditions Explained* https://t.co/Sfi4pzuxIX,NOT,NONE,NONE,#shameonicc #cwc19 #cwc2019 *rain condit explained*,0
2137,hasoc_en_2138,"Protest against Mamta Banerjee and effigy burning in SCB Medical College, Cuttack, odisha.  #DoctorsFightBack   #standwithNRS   #SaveBengal   #Savethedoctors https://t.co/Pqf2lPoPdW",NOT,NONE,NONE,"protest against mamta banerje and effigi burn in scb medic college, cuttack, odisha. #doctorsfightback #standwithnr #savebeng #savethedoctor",0
2138,hasoc_en_2139,@DisavowTrump20 @Michael48884043 @saragideon I will protect #RobertMueller at all costs. #TrumpColluded #TrumpIsATraitor,NOT,NONE,NONE,i will protect #robertmuel at all costs. #trumpcollud #trumpisatraitor,0
2139,hasoc_en_2140,The danger of #PoliticalCorrectness lies in its ability to silence the #Truth    It is a sophisticated form of #Hypocrisy which resulted in #Trump    #TrumpIsATraitor #TrumpResign #Resisters #ResistersForum #FBResistance #FBRParty #TheResistanceRises #BlueWave #BlueWave2020 #VoteBlue https://t.co/tqCYQER0L1,NOT,NONE,NONE,the danger of #politicalcorrect lie in it abil to silenc the #truth it is a sophist form of #hypocrisi which result in #trump #trumpisatraitor #trumpresign #resist #resistersforum #fbresist #fbrparti #theresistanceris #bluewav #bluewave2020 #voteblu,0
2140,hasoc_en_2141,Rain may dampen Star's plans to earn around ₹100 cr from India-Pak WC match #CricketWorldCup2019 #INDvsPAK #ShameOnICC #hotstar #IndianCricketTeam https://t.co/quAs7wiWet,NOT,NONE,NONE,rain may dampen star' plan to earn around ₹100 cr from india-pak wc match #cricketworldcup2019 #indvspak #shameonicc #hotstar #indiancricketteam,0
2141,hasoc_en_2142,Thank you @BCCI for standing by @msdhoni's decision #DhoniKeepsTheGlove #IndiaWithDhoni #DhoniKeepTheGlove #CWC19 #MSDhoni #Dhoni #Mahi #CaptainCool #WhistlePodu #Yellove #keepthegloves #BalidaanBadge #BalidanBadge,NOT,NONE,NONE,thank you for stand by 's decis #dhonikeepstheglov #indiawithdhoni #dhonikeeptheglov #cwc19 #msdhoni #dhoni #mahi #captaincool #whistlepodu #yellov #keeptheglov #balidaanbadg #balidanbadg,0
2142,hasoc_en_2143,"#ShameOnICC  It is really heartbreaking for every cricket fan around the world. Shame on @ICC that they didn't keep any reserve day for washed out matches.. England witnesses rain during this time so the @ICC must have kept numerous options but they failed , ruined CWC 2019.😠😡",NOT,NONE,NONE,"#shameonicc it is realli heartbreak for everi cricket fan around the world. shame on that they didn't keep ani reserv day for wash out matches.. england wit rain dure thi time so the must have kept numer option but they fail , ruin cwc 2019.😠😡",0
2143,hasoc_en_2144,#shameonicc Breaking News - ICC seriously thinking of Book Cricket World Cup.,NOT,NONE,NONE,#shameonicc break new - icc serious think of book cricket world cup.,0
2144,hasoc_en_2145,@AjayKushwaha_ @realDonaldTrump PRESIDENTIAL HARASSMENT:   @realDonaldTrump asking @BarackObama for his birth certificate for YEARS !!! while hiding his own #taxreturns     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      https://t.co/lF2am3njsh,NOT,NONE,NONE,presidenti harassment: ask for hi birth certif for year !!! while hide hi own #taxreturn #resist #lockthemallup #fucktrump #complicitgop #resist,0
2145,hasoc_en_2146,"@cricketworldcup @niallnobiobrien Concentrate on Weather condition and location, not on Dhoni’s glows #DhoniKeepsTheGlove",NOT,NONE,NONE,"concentr on weather condit and location, not on dhoni’ glow #dhonikeepstheglov",0
2146,hasoc_en_2147,Enact the FIRE Act to Require Political Campaigns Disclose Foreign Contacts: https://t.co/8cnZf9tAI3 #TrumpIsATraitor #ForeignInterference,NOT,NONE,NONE,enact the fire act to requir polit campaign disclos foreign contacts: #trumpisatraitor #foreigninterfer,0
2147,hasoc_en_2148,Especially #BorisJohnsonShouldNotBePM https://t.co/81Ldki3qGH,NOT,NONE,NONE,especi #borisjohnsonshouldnotbepm,0
2148,hasoc_en_2149,Jamshedpur State Doctors stands in solidarity with their West Bengal counterparts  #DoctorsFightBack,NOT,NONE,NONE,jamshedpur state doctor stand in solidar with their west bengal counterpart #doctorsfightback,0
2149,hasoc_en_2150,@GOPLeader @SusanWBrooks #HappyJohnMcCainDay   🙌🏻🙌🏻🙌🏻🙌🏻💙🙌🏻💙🙌🏻🙌🏻💙🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻💙💙💙💙🙌🏻    #TrumpIsATraitor  and so are you KEVIN,NOT,NONE,NONE,#happyjohnmccainday 🙌🏻🙌🏻🙌🏻🙌🏻💙🙌🏻💙🙌🏻🙌🏻💙🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻💙💙💙💙🙌🏻 #trumpisatraitor and so are you kevin,0
2150,hasoc_en_2151,"@realDonaldTrump #FridayMotivation?  Correct #Trump.    He wrote,  “The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #MAGA”  I say,  “Dishonest Trump will NEVER keep us from from restoring DEMOCRACY on behalf of all Americans!”    #FuckTrump https://t.co/eDOGNKbkjM",NOT,NONE,NONE,"#fridaymotivation? correct #trump. he wrote, “the dishonest media will never keep us from accomplish our object on behalf of our great american people! #maga” i say, “dishonest trump will never keep us from from restor democraci on behalf of all americans!” #fucktrump",0
2151,hasoc_en_2152,This week marks 25 years since the killings of #NicoleBrownSimpson &amp; #RonGoldman for which @TheRealOJ32 now has a @twitter acct. #murderer was charged with murder &amp; found not guilty at his criminal trial. BLOCK HIM &amp; follow @KimEGoldman  https://t.co/UmcYGYylSW via @frednewspost,NOT,NONE,NONE,thi week mark 25 year sinc the kill of #nicolebrownsimpson &amp; #rongoldman for which now ha a acct. #murder wa charg with murder &amp; found not guilti at hi crimin trial. block him &amp; follow via,0
2152,hasoc_en_2153,Arrogant @BorisJohnson refuses to turn up to #C4debate. Is he allergic to debates and hustings? #BorisJohnsonShouldNotBePM,NOT,NONE,NONE,arrog refus to turn up to #c4debate. is he allerg to debat and hustings? #borisjohnsonshouldnotbepm,0
2153,hasoc_en_2154,@campbellclaret The irony of this!!!     #murderer,NOT,NONE,NONE,the ironi of this!!! #murder,0
2154,hasoc_en_2155,#DhoniKeepsTheGlove  #DhoniKeSaathDesh  #IndiaWithDhoni    What you support ?,NOT,NONE,NONE,#dhonikeepstheglov #dhonikesaathdesh #indiawithdhoni what you support ?,0
2155,hasoc_en_2156,#ShameOnICC what a arrangement..,NOT,NONE,NONE,#shameonicc what a arrangement..,0
2156,hasoc_en_2157,@realDonaldTrump It was a Miracle.   A Russian Miracle!  #TrumpIsATraitor,NOT,NONE,NONE,it wa a miracle. a russian miracle! #trumpisatraitor,0
2157,hasoc_en_2158,Ex-WH counsel plans to tell Congress he sees similarities between Nixon and Trump #Resist #ResistTrump #FuckTrump https://t.co/AyNjX8wRLv,NOT,NONE,NONE,ex-wh counsel plan to tell congress he see similar between nixon and trump #resist #resisttrump #fucktrump,0
2158,hasoc_en_2159,Former Trump advisor George Nader ordered jailed until his child porn trial #Resist #ResistTrump #FuckTrump https://t.co/ALmbyrvo9P,NOT,NONE,NONE,former trump advisor georg nader order jail until hi child porn trial #resist #resisttrump #fucktrump,0
2159,hasoc_en_2160,#FUCKtrump Jackie O didn’t do Lesbian Porno movies.,NOT,NONE,NONE,#fucktrump jacki o didn’t do lesbian porno movies.,0
2160,hasoc_en_2161,@ICC has no problem with the entire Pakistan cricket team marking territory by praying on the cricket field (part of Muslim ritual prayer) but find insignia on  @MSDhoni  's gloves inappropriate.  https://t.co/JmXHS0N403 #DhoniKeepsTheGlove,NOT,NONE,NONE,ha no problem with the entir pakistan cricket team mark territori by pray on the cricket field (part of muslim ritual prayer) but find insignia on 's glove inappropriate. #dhonikeepstheglov,0
2161,hasoc_en_2162,However doctors are ready for open healthy discussion with the CM and are willing to resolve the matter as soon as possible. But it has to be open and transparent. #DoctorsProtest #SaveTheSaviours #Savethedoctors #DoctorsFightBack,NOT,NONE,NONE,howev doctor are readi for open healthi discuss with the cm and are will to resolv the matter as soon as possible. but it ha to be open and transparent. #doctorsprotest #savethesaviour #savethedoctor #doctorsfightback,0
2162,hasoc_en_2163,@realDonaldTrump You don't have any friends!  #FUCKTRUMP #RESIST #VETSAGAINSTTRUMP #JohnMcCainDay,NOT,NONE,NONE,you don't have ani friends! #fucktrump #resist #vetsagainsttrump #johnmccainday,0
2163,hasoc_en_2164,⁦@realDonaldTrump⁩ puts GOP in tough spot with remarks on foreign 'dirt' #TrumpIsATraitor #TrumpRussiaCollusion #PutinsPuppet  https://t.co/EqGikBelo3,NOT,NONE,NONE,⁦⁩ put gop in tough spot with remark on foreign 'dirt' #trumpisatraitor #trumprussiacollus #putinspuppet,0
2164,hasoc_en_2165,"When you’re more interested about stopping leaks then doing something to improve, you’re the same as Nixon!  #TrumpIsATraitor #TrumpMustGo    Trump campaign fires multiple pollsters after unflattering numbers leak  https://t.co/rnUgWuf4HH",NOT,NONE,NONE,"when you’r more interest about stop leak then do someth to improve, you’r the same as nixon! #trumpisatraitor #trumpmustgo trump campaign fire multipl pollster after unflatt number leak",0
2165,hasoc_en_2166,#boss da.. #DhoniKeepsTheGlove #MSDHONI is forever #Goat for me... 😎😎  @msdhoni #CWC19 @cricketworldcup https://t.co/vjqYfFYmJ4,NOT,NONE,NONE,#boss da.. #dhonikeepstheglov #msdhoni is forev #goat for me... 😎😎 #cwc19,0
2166,hasoc_en_2167,"The theme song for this World Cup should be Rain, Rain go away come again another day, little spectators want their big stars to play.    Carrying the same, here is something humorous. Let's break the monotony😅🤟🏻  #ShameOnICC #CWC19 #rain  #ICCWorldCup2019  https://t.co/5AI9j5cTL5",NOT,NONE,NONE,"the theme song for thi world cup should be rain, rain go away come again anoth day, littl spectat want their big star to play. carri the same, here is someth humorous. let' break the monotony😅🤟🏻 #shameonicc #cwc19 #rain #iccworldcup2019",0
2167,hasoc_en_2168,"@realDonaldTrump 'Presidential' incompetence, corruption, and treason!!!!  #Tre45on  #FuckTrump  #ResistFascism  #BillionDollarLoser  #ImpeachTrumpNow  #25thAmendmentNow https://t.co/OQLnxjjxwX",NOT,NONE,NONE,"'presidential' incompetence, corruption, and treason!!!! #tre45on #fucktrump #resistfasc #billiondollarlos #impeachtrumpnow #25thamendmentnow",0
2168,hasoc_en_2169,#murderer American hunter says she has no regrets about killing a black giraffe https://t.co/c23ulj11r6 via https://t.co/TPRJZbEWdA,NOT,NONE,NONE,#murder american hunter say she ha no regret about kill a black giraff via,0
2169,hasoc_en_2170,Watching #Charmed because #charmedreboot put me back in the mood. Was not prepared for the #dream #rapist episode. @DohertyShannen acted the fudge out of that episode. #StrongWoman,NOT,NONE,NONE,watch #charm becaus #charmedreboot put me back in the mood. wa not prepar for the #dream #rapist episode. act the fudg out of that episode. #strongwoman,0
2170,hasoc_en_2171,And the World Cup goes to ICC !!!  #ShameOnICC @ICC,NOT,NONE,NONE,and the world cup goe to icc !!! #shameonicc,0
2171,hasoc_en_2172,"@realDonaldTrump A special day, for an extra-special scumbag.  #Trump #TrumpIsATraitor #HappyBirthdayMrPresident   #potus #FridayFeeling #FridayMotivation     https://t.co/q3ScQULIO3",NOT,NONE,NONE,"a special day, for an extra-speci scumbag. #trump #trumpisatraitor #happybirthdaymrpresid #potu #fridayfeel #fridaymotiv",0
2172,hasoc_en_2173,#DoctorsFightBack  How it                       How Mamta   actually is                Banerjee sees it https://t.co/ovCaeh4xE8,NOT,NONE,NONE,#doctorsfightback how it how mamta actual is banerje see it,0
2173,hasoc_en_2174,"Why they not put the covers in all over the ground, and who make the schedule of world cup ... Dont you knw the weather forcasting before 😕    #ShameOnICC",NOT,NONE,NONE,"whi they not put the cover in all over the ground, and who make the schedul of world cup ... dont you knw the weather forcast befor 😕 #shameonicc",0
2174,hasoc_en_2175,"The CM of the State, also the Health Minister, and such a ruthless response to the State Governer?? @MamataOfficial has completely lost the #WestBengal The situation is worse than what is actually looks from the videos/pictures at Social media &amp; News #DoctorsFightBack #SaveBengal https://t.co/4wz5uHDCUv",NOT,NONE,NONE,"the cm of the state, also the health minister, and such a ruthless respons to the state governer?? ha complet lost the #westbeng the situat is wors than what is actual look from the videos/pictur at social media &amp; new #doctorsfightback #savebeng",0
2175,hasoc_en_2176,@texasnana2019 Tell that to #Trump. Too many of you have led him to believe they’re on AT LEAST equal footing. #TrumpIsATraitor #TrumpCrimeFamily,NOT,NONE,NONE,tell that to #trump. too mani of you have led him to believ they’r on at least equal footing. #trumpisatraitor #trumpcrimefamili,0
2176,hasoc_en_2177,#Sachin Tandolker : a Biography || #ParallelMedia | https://t.co/UHegopogBS via @YouTube  #IndiaWithDhoni  #WWESSD  #DhoniKeSaathDesh  #DhoniKeepsTheGlove  #BharatRoarsOnDay3  #Kundru  #BIGDAYSGAZEONTANHAJI  #KNACKDHANUSHBIRTHDAYIN50D   #Thiem  #SaketKumar,NOT,NONE,NONE,#sachin tandolk : a biographi || #parallelmedia | via #indiawithdhoni #wwessd #dhonikesaathdesh #dhonikeepstheglov #bharatroarsonday3 #kundru #bigdaysgazeontanhaji #knackdhanushbirthdayin50d #thiem #saketkumar,0
2177,hasoc_en_2178,We stand with @msdhoni infact #indiastandswithdhoni  #DhoniKeepsTheGlove https://t.co/pOVVKZK7wy,NOT,NONE,NONE,we stand with infact #indiastandswithdhoni #dhonikeepstheglov,0
2178,hasoc_en_2179,Who's your favorite going into the #DemDebate ? #2020Election #fucktrump #resist #progressive,NOT,NONE,NONE,who' your favorit go into the #demdeb ? #2020elect #fucktrump #resist #progress,0
2179,hasoc_en_2180,CM of WB will never dare to do the right thing..catch the Gunda.  How can a dictator who has lost her mind arrest Gunda? She can't arrest her own voters even if they murder doctors. Everything is allowed for voters. No level. Too low #DoctorsFightBack,NOT,NONE,NONE,cm of wb will never dare to do the right thing..catch the gunda. how can a dictat who ha lost her mind arrest gunda? she can't arrest her own voter even if they murder doctors. everyth is allow for voters. no level. too low #doctorsfightback,0
2180,hasoc_en_2181,Brexit on WTO terms?    Great news for jam lovers ..  https://t.co/YDgVsE4BDs    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollockstoBrexit https://t.co/xO989Qy1RM,NOT,NONE,NONE,brexit on wto terms? great news for jam lover .. #borisjohnsonshouldnotbepm #bollockstobori #bollockstobrexit,0
2181,hasoc_en_2182,"#BCCI You guys are truly assamed of you the indipendent body and representing the country whose has this much cricket fans,   Be strict and stand with #DhoniKeepsTheGlove ,",NOT,NONE,NONE,"#bcci you guy are truli assam of you the indipend bodi and repres the countri whose ha thi much cricket fans, be strict and stand with #dhonikeepstheglov ,",0
2182,hasoc_en_2183,@peterdaou @DisTrumpia He isn't. #TrumpIsATraitor,NOT,NONE,NONE,he isn't. #trumpisatraitor,0
2183,hasoc_en_2184,@MrsGandhi @priyankagandhi Vinash kaale vipreet budhhi  The sister is just as half minded as his brother. #congressmuktbharat,HOF,OFFN,TIN,vinash kaal vipreet budhhi the sister is just as half mind as hi brother. #congressmuktbharat,3
2184,hasoc_en_2185,@jlmcwebb @ScoutSteveR Would make perfect sense if it was #douchebag,NOT,NONE,NONE,would make perfect sens if it wa #douchebag,0
2185,hasoc_en_2186,"Trump (since March): No collusion, no coullusion!    Trump (Now): Anyone down to collude? Anyone? I won't call the FBI, I promise! #TrumpIsATraitor https://t.co/i2WdQLqcSd",NOT,NONE,NONE,"trump (sinc march): no collusion, no coullusion! trump (now): anyon down to collude? anyone? i won't call the fbi, i promise! #trumpisatraitor",0
2186,hasoc_en_2187,#pride #lgbt #proud #fucktrump be yourself fuck everyone else luv u 🖤🖤🧛🏿‍♂️ https://t.co/p4rp5MyQiy,HOF,PRFN,TIN,#pride #lgbt #proud #fucktrump be yourself fuck everyon els luv u 🖤🖤🧛🏿‍♂️,4
2187,hasoc_en_2188,#ShameOnICC Good point raised on Indian TV - @ICC takes a bigger load of money from India and robs the Indian fans of WC experience - so Indians are being robbed twice!! Shame on @BCCI for letting ICc get away @KirenRijiju Why should a toothless org like @ICC run the game?,NOT,NONE,NONE,#shameonicc good point rais on indian tv - take a bigger load of money from india and rob the indian fan of wc experi - so indian are be rob twice!! shame on for let icc get away whi should a toothless org like run the game?,0
2188,hasoc_en_2189,#INDvAUS #DhoniKeepsTheGlove Dhoni's change of gloves had no adverse effects on him or team India.,NOT,NONE,NONE,#indvau #dhonikeepstheglov dhoni' chang of glove had no advers effect on him or team india.,0
2189,hasoc_en_2190,@MamataOfficial Didi your contentious comment 'Outsiders' had created a chaos all around #Bengal &amp; the healthcare service in the country have been badly disrupted and many people are dying because of the absence of the doctors.  #BengalBurning   #BengalViolence   #DoctorsFightBack,NOT,NONE,NONE,didi your contenti comment 'outsiders' had creat a chao all around #bengal &amp; the healthcar servic in the countri have been badli disrupt and mani peopl are die becaus of the absenc of the doctors. #bengalburn #bengalviol #doctorsfightback,0
2190,hasoc_en_2191,#DoctorsFightBack     Parents reaction when a doctor returns home safely in Bengal https://t.co/Tp4zm1PMjy,NOT,NONE,NONE,#doctorsfightback parent reaction when a doctor return home safe in bengal,0
